,link,name,username,text,date,retweeted,No_of_likes,No-of_retweets
1636,https://twitter.com/SenuFemmy/status/1691538724314652673#m,FM,@SenuFemmy,"Uncle Femi, you’ve made me switch to Nollywood finally with this mouth watering #JagunJagunMovie","Aug 15, 2023 · 7:53 PM UTC",False,0,0
1637,https://twitter.com/mahyorwah_/status/1691538602797187072#m,YNWA ❤️‍🔥,@mahyorwah_,"Just saw the #JagunJagunMovie mehn it was 💯 🔥 My take: 1. Casting was top noch! Omo casting crew really tried! 2. The Directors 🥵 3. @realfemiadebayo Abeg shey crack dey for that era, then? 😂😂 Abi wetin do your neck? 😂🤷🏾‍♂️","Aug 15, 2023 · 7:53 PM UTC",False,0,0
1638,https://twitter.com/Mahckss/status/1691533691762163713#m,Bats,@Mahckss,@DxddyUnruly  Watch #JagunJagunMovie  It's better than Mid-Knight,"Aug 15, 2023 · 7:33 PM UTC",False,0,0
1639,https://twitter.com/Mahckss/status/1691533505761579010#m,Bats,@Mahckss,"The cameo at the end, i think that set up a sequel? I'm wondering who Chatta is.  Ogundiji's friend or son? Even Bukunmi Elekunshina wey i dislike💀, she impressed me🙏🏼 #JagunJagunMovie y'all should see it.","Aug 15, 2023 · 7:33 PM UTC",False,0,0
1640,https://twitter.com/OlamibodeAB/status/1691532655114752000#m,Olabode not Judge,@OlamibodeAB,People aren't talking about this scene a lot. Very interesting #JagunJagunMovie @realfemiadebayo,"Aug 15, 2023 · 7:29 PM UTC",False,0,0
1641,https://twitter.com/Sirmighty01/status/1691532544192270338#m,Sirmighty01 🇳🇬🇳🇬,@Sirmighty01,Ladies lead by example #JagunJagunMovie where IROYINOGUNKITAN gave gbotija willingly even off her cloth herself,"Aug 15, 2023 · 7:29 PM UTC",False,0,0
1642,https://twitter.com/Mahckss/status/1691532239606001665#m,Bats,@Mahckss,"My #JagunJagunMovie review Absolutely stunning and so entertaining 😍 The incantations, the chants, the proverbs. Everything was top notch Femi Adebayo was unrecognizable, not just the make up but the fucking lit acting","Aug 15, 2023 · 7:28 PM UTC",False,0,0
1643,https://twitter.com/FalolaASaheed/status/1691532051567050753#m,Falola A. Saheed,@FalolaASaheed,"Anyone else noticed how Gbogunmi could actually have finished off Gbotija if he knew the later could be a real threat?   In life, always put your best foot forward - dress the part, prepare, don’t come short of your abilities.There just may not be a 2nd chance.  #JagunJagunMovie","Aug 15, 2023 · 7:27 PM UTC",False,3,0
1644,https://twitter.com/Abiola_Debby/status/1691530983860740098#m,Brilla bebé,@Abiola_Debby,"With this movie, ,  @realfemiadebayo has struck gold!! 🤭  #JagunJagunMovie","Aug 15, 2023 · 7:23 PM UTC",False,0,0
1645,https://twitter.com/Abiola_Debby/status/1691530322565857280#m,Brilla bebé,@Abiola_Debby,@TheDimejiLateef ! Kudos  You need an holiday!  Your performance in #JagunJagunMovie was beyond this here!,"Aug 15, 2023 · 7:20 PM UTC",False,8,1
1646,https://twitter.com/Abiola_Debby/status/1691529064710909952#m,Brilla bebé,@Abiola_Debby,"I have not seen a Yoruba epic movie this good in the last 7years!! Yesss!   The casting, The acting (A list & basic actors), the plot, the plot twist, the suspense, the cinematography, the display of culture, the costume ……………. …… tbc   #JagunJagunMovie","Aug 15, 2023 · 7:15 PM UTC",False,0,0
1647,https://twitter.com/Abiola_Debby/status/1691528584911790080#m,Brilla bebé,@Abiola_Debby,"JAGUN JAGUN,  Is a whole movie!!! 🎥🎬  This is what I am talking about✌🏾    #JagunJagunMovie","Aug 15, 2023 · 7:13 PM UTC",False,1,0
1648,https://twitter.com/ayemojubar/status/1691527589611835393#m,Ayemojubar,@ayemojubar,I think I downloaded the wrong #JagunJagunMovie. 🙄,"Aug 15, 2023 · 7:09 PM UTC",False,15,0
1649,https://twitter.com/IlegarJnr/status/1691527089923473408#m,Irenaeus,@IlegarJnr,What is ur favorite scene in Jagun Jagun? #JagunJagunMovie,"Aug 15, 2023 · 7:07 PM UTC",False,0,0
1650,https://twitter.com/kingrichwise/status/1691526467698434050#m,KINGRICHWISE 👑 ………Capo Di Tutti 🤴♏️,@kingrichwise,En’siwi ni Abi E’n siere  🤣😂  #JagunJagunMovie,"Aug 15, 2023 · 7:05 PM UTC",False,26,5
1651,https://twitter.com/WaleGr8/status/1691526234071572481#m,Wale Gr8,@WaleGr8,Never Give Up by Wale Gr8 now trending on all radio stations 🔥🔥😂🎊❤️ #poupettekenza #Pakistan #JUNGKOOKxCALVINKLEIN #DonaldTrump #BBNaijaAllStar #IndependenceDay2023 #tuesdayvibe #JagunJagunMovie #walegr8 #nevergiveup,"Aug 15, 2023 · 7:04 PM UTC",False,2,0
1652,https://twitter.com/Akure360/status/1691525253208412160#m,Akure 360°,@Akure360,"#AGẸMỌ... Ni""jọ aa n pajuba lagbẹ ni' ran ada mimu... n'ijọ ogun ba buru tan, l'Ogundiji li le ẹbọra nla ti n jẹ Agẹmọ.  #AGẸMỌ... When the best warriors collapse... When the battle gets bitter, then Ogundiji calls on the Great Spirit called Agemo. #JagunJagunMovie","Aug 15, 2023 · 7:00 PM UTC",False,0,0
1653,https://twitter.com/folamitaofeeq/status/1691524776685101057#m,~Folami of kwara,@folamitaofeeq,@realfemiadebayo movie #JagunJagunMovie is another scope to toast a lady now,"Aug 15, 2023 · 6:58 PM UTC",False,0,0
1654,https://twitter.com/OlamibodeAB/status/1691523969776590849#m,Olabode not Judge,@OlamibodeAB,"Matthews 19:24 And again I say unto you, It is easier for a camel to go through the eye of a needle, than for a rich man to enter into the kingdom of God.   ""will a honest man ever amass wealth?"" ~ Dele Odule in #JagunJagunMovie   Connect it together.","Aug 15, 2023 · 6:55 PM UTC",False,0,0
1655,https://twitter.com/pejua1/status/1691523888461537280#m,BATist,@pejua1,#JagunJagunMovie 10/10 the  Yoruba cultural display was topnotch.Welldone @realfemiadebayo,"Aug 15, 2023 · 6:54 PM UTC",False,0,0
1656,https://twitter.com/Emi_Chairman001/status/1691523815698796545#m,Temitope,@Emi_Chairman001,Child wey you adopt fit kill you  ~ Ibrahim itele #JagunJagunMovie #Iteledicon,"Aug 15, 2023 · 6:54 PM UTC",False,1,0
1657,https://twitter.com/Ebeauty30/status/1691518859914743809#m,"Eblackbeauty, I Stan Mercy Eke 🛡🛡",@Ebeauty30,@realfemiadebayo how long did it take you to practice your head twitch? How often were you in characters outside of shooting because at some point I started ro believe you head twitched like that in real life 👏🏾👏🏾👏🏾👏🏾👏🏾 #JagunJagunMovie,"Aug 15, 2023 · 6:34 PM UTC",False,0,0
1658,https://twitter.com/DestinyEr3/status/1691518657573117952#m,Destiny. Er,@DestinyEr3,"Before this!  : Never i have watched a Nigerian (Yoruba) movie with so much action, realness, emotions, lessons and perfect twist in story!     Kudos to everyone on this movie.      it's worth ""EVERY BIT OF THE HYPE"".... 🥵🙌🙌 #JagunJagunMovie","Aug 15, 2023 · 6:34 PM UTC",False,1,0
1659,https://twitter.com/iam_paulmarley/status/1691518181951549440#m,Paul Adepoju,@iam_paulmarley,Jagun jagun love scene india version🇮🇳🤣 Watch till the end ❤️🫶 #JagunJagunMovie #Netflix #nollywood #funny #viral,"Aug 15, 2023 · 6:32 PM UTC",False,6,2
1660,https://twitter.com/Mastasheff222/status/1691517511684993024#m,Mastasheff,@Mastasheff222,"This period just humble person like ever, Oga ooooo #BabaTinubu God Dey shaaaa, me wey dey carry bike alone to anywhere I cum dey price and beg Okada guy to take am like that….If not #JagunJagunMovie by @realfemiadebayo person just rewind and rewatching to calm head. E don go","Aug 15, 2023 · 6:29 PM UTC",False,0,0
1661,https://twitter.com/Wilfred_Onome/status/1691516698719883264#m,Wilfred Onome,@Wilfred_Onome,"This character was impressive, role interpretation was excellent. I the the way you recite those incantation and praises yourself in the movie #JagunJagunMovie","Aug 15, 2023 · 6:26 PM UTC",False,0,0
1662,https://twitter.com/Maaryam_Ado/status/1691516296989380608#m,Maryam Ado (Mrs),@Maaryam_Ado,"Okay, this #JagunJagunMovie is very exciting 🔥🔥🔥","Aug 15, 2023 · 6:24 PM UTC",False,1,0
1663,https://twitter.com/dolapo_abiola12/status/1691514919902986243#m,Oluwadurotimi𓃵,@dolapo_abiola12,#JagunJagunMovie,"Aug 15, 2023 · 6:19 PM UTC",False,0,0
1664,https://twitter.com/AyanfeTrendy/status/1691514272616947713#m,A🌹Y🌹A🌹N🌹F🌹E,@AyanfeTrendy,"No one is talking about how this guy died trying to give food to his friends.   This life is weird, some things are better left as it is, you cannot help everyone.   You might think you are doing the right thing, but at the end your own life is at risk.  #JagunJagunMovie","Aug 15, 2023 · 6:16 PM UTC",False,81,62
1665,https://twitter.com/LeumaNofficial/status/1691513816696160256#m,LeumaN offical 🦘♐️✂️,@LeumaNofficial,"Why did gbotija stress himself to raise the fallen tree when he could easily bend or jump and pass? Talmbout,the tree falling just behind him again   #JagunJagun #JagunJagunMovie","Aug 15, 2023 · 6:14 PM UTC",False,3,0
1666,https://twitter.com/Wilfred_Onome/status/1691513021393252352#m,Wilfred Onome,@Wilfred_Onome,", the leg work and moves of Agemo is another eye catching moment in the movie.  If you are yet to see this movie, just watch it and feel the vibe Femi Adebayo cooked here #JagunJagunMovie #JagunJagun","Aug 15, 2023 · 6:11 PM UTC",False,0,0
1667,https://twitter.com/AbidatOpeyemi/status/1691512044481052672#m,Gorgeous Muslimah 🤗🤩😍,@AbidatOpeyemi,Every single person on deck was a master genius !!!  #JagunJagunMovie,"Aug 15, 2023 · 6:07 PM UTC",False,3,1
1668,https://twitter.com/OlogunroYetunde/status/1691511433182183424#m,Yetty,@OlogunroYetunde,jagun jagun movie be giving me chills like the woman king movie  #chills##JagunJagunMovie,"Aug 15, 2023 · 6:05 PM UTC",False,0,0
1669,https://twitter.com/chifepauliyke/status/1691511045930536960#m,Obaluchi Chife,@chifepauliyke,You were wonderful 💯 in your Ogundiji persona. Keep blazing the trail 🔥🔥🔥 #JagunJagunMovie,"Aug 15, 2023 · 6:03 PM UTC",False,0,0
1670,https://twitter.com/seuncasual/status/1691510951760031746#m,seuncasual,@seuncasual,One of the best review and breakdown of #JagunJagunMovie #JagunJagun #jagun,"Aug 15, 2023 · 6:03 PM UTC",False,2,0
1671,https://twitter.com/MrGr8Man/status/1691509593778614279#m,S. A. Adeyeri,@MrGr8Man,And no one says anything about what led to Ogundiji's death  The bad advise given to him by one his aid and His intolerance to see someone achieve what he has achieved   #JagunJagunMovie,"Aug 15, 2023 · 5:58 PM UTC",False,0,0
1672,https://twitter.com/carillanilda/status/1691509465063813127#m,nilda,@carillanilda,"Bro chill, let’s celebrate #JagunJagunMovie for now, ahba unnecessary competition, fuck is wrong with you?","Aug 15, 2023 · 5:57 PM UTC",False,0,0
1673,https://twitter.com/Enarebebe/status/1691509170791444495#m,Enarebebe 🇳🇬,@Enarebebe,I think I prefer the Hindu version of the #JagunJagunMovie Y'all need to see it.😂🤣,"Aug 15, 2023 · 5:56 PM UTC",False,0,0
1674,https://twitter.com/GiftedHandsCak1/status/1691509069461254158#m,"GiftedHands Cakes, Kaduna PBD/0786",@GiftedHandsCak1,"Ogundiji's death didn't pain anyone because he was a callous, unforgiving, egocentric betrayer of trust, love and loyalty. See the way he was asking his wife ""and so what?"" 🙄  He deserved to die a million times more 🤣🤣🤣  #JagunJagunMovie","Aug 15, 2023 · 5:56 PM UTC",False,0,0
1675,https://twitter.com/degemstone69/status/1691509052482711561#m,Kazeem Adeshina,@degemstone69,"Since @realfemiadebayo #JagunJagunMovie has made me subscribe to Netflix, I can tell you it's a sweet experience with arrays of movies I have seen.   Ijakumo by @toyin_abraham1 is the next hot pick after #Ayinla by @TheDimejiLateef","Aug 15, 2023 · 5:55 PM UTC",False,1,0
1676,https://twitter.com/InnocentineMcC/status/1691508613234253824#m,Innocentine Innocentine,@InnocentineMcC,Ogun alara a ba won lor 🌚😅  #JagunJagunMovie  Cc: @realfemiadebayo,"Aug 15, 2023 · 5:54 PM UTC",False,0,0
1677,https://twitter.com/Gods_Own99/status/1691507629997039617#m,prince of Otun Ekiti 👑👑,@Gods_Own99,God bless your brain baba mi ..... You finally put YORUBA NOLLYWOOD on the mad worldwide .....  Kodus to you and the crew .... We love you   #JagunJagunMovie #Netflix,"Aug 15, 2023 · 5:50 PM UTC",False,0,0
1678,https://twitter.com/sexydjbabylynn/status/1691507334944530433#m,NO1 SEXY DJ BABYLYNN,@sexydjbabylynn,Watching Jagun Jagun  🎬 movie third time in a row  on @NetflixUK is a must watch ! Nigeria to the world 🌎.... #JagunJagunMovie,"Aug 15, 2023 · 5:49 PM UTC",False,4,0
1679,https://twitter.com/shineskybaba/status/1691506923957264390#m,IdrisRealtyGroup🇳🇬🇺🇸,@shineskybaba,Meet @Adamseffects10 . One of the stars of #JagunJagunMovie and a great stuntman and martial artist. Watch out for him because he is going places. @realfemiadebayo,"Aug 15, 2023 · 5:47 PM UTC",False,3,0
1680,https://twitter.com/yurmmyranky_amw/status/1691506442786709516#m,yurmmyranky,@yurmmyranky_amw,JAGUNJAGUN   The writer did a great job  The movie should go for episode instead of stopping on the part 2  #yurmmyrankyamw #celebrity #jagunjagunmovie #movie #amazing,"Aug 15, 2023 · 5:45 PM UTC",False,0,0
1681,https://twitter.com/Mufti_Aziiz/status/1691505945417752578#m,Abu Aa'isha™,@Mufti_Aziiz,"Dear @realfemiadebayo, No one is talking about the role and significance of Baba Amoye (Yinka Quadr) he seems to ve seen it all.  #JagunJagunMovie #JagunJagun","Aug 15, 2023 · 5:43 PM UTC",False,2,0
1682,https://twitter.com/the_poll_gee/status/1691504511406198784#m,Ghiddy,@the_poll_gee,Which of the love characters do you prefer?? 🤔 #Anikulapo              or.               #JagunJagunMovie,"Aug 15, 2023 · 5:37 PM UTC",False,1,1
1683,https://twitter.com/obanlayusuf/status/1691504008999870484#m,Obanla YUSUF ilesanmi,@obanlayusuf,"You deserve the huge love and commendations coming your way sir because we are overwhelmed by how sensational #JagunJagunMovie  is. You, @TheDimejiLateef, auntie Fathia, Itele and others has given us something that will linger in our memories for years. Much love to you all.❤❤","Aug 15, 2023 · 5:35 PM UTC",False,0,0
1684,https://twitter.com/eniolaquick/status/1691503001133789184#m,QuiNiTo of Lagos,@eniolaquick,Hats off to everyone on this project #JagunJagunMovie,"Aug 15, 2023 · 5:31 PM UTC",False,0,0
1685,https://twitter.com/eniolaquick/status/1691502855436247040#m,QuiNiTo of Lagos,@eniolaquick,I’m not really a big fan of nollywood movies but trust me @realfemiadebayo really outdid himself in this movie… #JagunJagunMovie,"Aug 15, 2023 · 5:31 PM UTC",False,0,0
1686,https://twitter.com/Auntymuse/status/1691500521780027398#m,AUNTYMUSE,@Auntymuse,This is my sweetest part in the move JagunJagun #JagunJagunMovie  Gbotija my Hero 😍🫢🫢🫢🫢🫢  Rating 10/10,"Aug 15, 2023 · 5:22 PM UTC",False,38,25
1687,https://twitter.com/yusufswizz/status/1691500195165380614#m,PeaceOfMind☮️,@yusufswizz,You fit die by lifting others ask @YemiElesho4  inside #JagunJagunMovie,"Aug 15, 2023 · 5:20 PM UTC",False,1,0
1688,https://twitter.com/Kellyolams/status/1691499084601856002#m,KellyOlams,@Kellyolams,"@realfemiadebayo Oba Solo would have been a great cast as the king of Alaje Kingdom 😂. #JagunJagunMovie I didn’t expect to enjoy a Yoruba movie this much solid 8.5/10 for me, the story and almost everything excited me","Aug 15, 2023 · 5:16 PM UTC",False,0,0
1689,https://twitter.com/TheRockfada/status/1691498204334792710#m,Mazi Akindele Rockfada,@TheRockfada,"The part I love most in #JagunJagunMovie is the end when Ibrahim Chatta came into the scene  When I watched the triller, I was impressed by everything aside the fact that Ibrahim wasn’t featured in this kind of movie that I believe he would have ate raw!  Glad to know he’s here😀","Aug 15, 2023 · 5:12 PM UTC",False,0,0
1690,https://twitter.com/BabaAnikeJesu/status/1691495912403509263#m,Abiola,@BabaAnikeJesu,"4. Gbotija also stole Ogundiji’s best friend.  5. He also fed the guys baba imprisoned, leading to innocent Wehinwo’s death.  If na me too I go vex. #JagunJagunMovie @realfemiadebayo","Aug 15, 2023 · 5:03 PM UTC",False,0,0
1691,https://twitter.com/BabaAnikeJesu/status/1691495906929942544#m,Abiola,@BabaAnikeJesu,"I have heard Ogundiji’s side of the story, what Gbotija did too was not good 🚶🏼‍♂️🚶🏼‍♂️  1. Ogundiji would have been glad if his wife was killed so he could flaunt his illegitimate child, but Gbotija didn’t let that happen. @realfemiadebayo #JagunJagunMovie","Aug 15, 2023 · 5:03 PM UTC",False,0,0
1692,https://twitter.com/HeartWithThanks/status/1691495885086007297#m,VESPER MARTINI🍸,@HeartWithThanks,I watched #JagunJagunMovie today. Epic and good to watch. But I still prefer Femi Adebayo's work  #Ageshinkole instead.,"Aug 15, 2023 · 5:03 PM UTC",False,2,1
1693,https://twitter.com/Bucante_afc/status/1691494470464811009#m,Okiemute Commander,@Bucante_afc,Movie review — Jagun Jagun https://tube.mint.lgbt/T4d8pKBY_zk via @YouTube  Please watch @Pearlosibu #JagunJagunMovie review guys,"Aug 15, 2023 · 4:58 PM UTC",False,1,1
1694,https://twitter.com/Diamondifemi/status/1691493576910286870#m,BITTER TRUTH,@Diamondifemi,What about #JagunJagunMovie,"Aug 15, 2023 · 4:54 PM UTC",False,0,0
1695,https://twitter.com/WaleSusu/status/1691493442659004417#m,Susubaby,@WaleSusu,"I can’t get tired of this particular scene from #JagunJagunMovie by @realfemiadebayo because it got lots of deep meaning and made me remember the saying of #Obasolomon “Ma dira oooo, Iku pa eeee🤣🤣🤣   #JagunJagun #culture","Aug 15, 2023 · 4:53 PM UTC",False,0,0
1696,https://twitter.com/RealEstatefarma/status/1691492805040910338#m,𝐀𝐝𝐞𝐝𝐚𝐲𝐨 𝐀. 𝐀𝐝𝐞-𝐀𝐧𝐢𝐟𝐨𝐰𝐨𝐬𝐞,@RealEstatefarma,"No one is talkn abt d effect of Agemo?The costume,the movement; honestly we r not use 2perfect movies  I believe this man here @Adamseffects10 is also the man in the agemo..a big achievement @realfemiadebayo   Odunlade 2Dey play“Kayiesi e so po ti lo”😂 #JagunJagunMovie #Netflix","Aug 15, 2023 · 4:51 PM UTC",False,30,8
1697,https://twitter.com/RufaiHafsat1/status/1691492523217235971#m,Hafsah❤️,@RufaiHafsat1,This woman at it again🤣 #JagunJagunMovie,"Aug 15, 2023 · 4:50 PM UTC",False,15,4
1698,https://twitter.com/boi_shorlex/status/1691492505685045249#m,OLÚSHOLÁ,@boi_shorlex,"All this ladies no dey see where IROYINOGUNKITAN gave GBATIJA free s*x without ask for any amount, she even off clothe by herself na where Femi Adebayo betrayed Fathia Balogun you ṣee do example for me let be justify now.. #JagunJagunMovie #JagunJagun Subsidy","Aug 15, 2023 · 4:50 PM UTC",False,0,0
1699,https://twitter.com/YungprinzeT/status/1691491916758626320#m,Olúwatóbi Ezekiel Poroye,@YungprinzeT,"@realfemiadebayo  My dad sends money to hold for him. He needs it & asks. Dad: Son, send that money. Me: Sir, I've spent it. I did Netflix & chill for my babe to watch #JagunJagunMovie Dad: boy, ṣe o nsinwin ni àbí... Me: ẹyin àti tani àti tani àti tatunni níwájú tani? 😂","Aug 15, 2023 · 4:47 PM UTC",False,0,0
1700,https://twitter.com/IdrisDgr8/status/1691491578467037193#m,!dris,@IdrisDgr8,Almost every word spoken in #JagunJagunMovie is a punchline but here is one of the best 😂😂,"Aug 15, 2023 · 4:46 PM UTC",False,2,1
1701,https://twitter.com/nenye_nwobu/status/1691490419446517760#m,Igbogirl,@nenye_nwobu,"Dear @realfemiadebayo, thank you for passing a message to the Nigerian youths with your #JagunJagunMovie he who has ears let him here. Listen to my song too. Help each other with love and enjoy your country,  Nigeria. It is well with us.","Aug 15, 2023 · 4:41 PM UTC",False,1,0
1702,https://twitter.com/Dunamis907/status/1691490096028037129#m,🇳🇬🇳🇬 𝔅𝔞𝔟𝔞 𝔇𝔲𝔇𝔲.eth,@Dunamis907,"I am watching JagunJagun movie for the 4th time, this is unusual of me. I don’t think I’m normal or the movie is not normal. Something is wrong somewhere. #JagunJagunMovie #femiAdebayo 🥹🥹","Aug 15, 2023 · 4:40 PM UTC",False,1,0
1703,https://twitter.com/Oladotun_Sensa/status/1691490092362108928#m,Dotun,@Oladotun_Sensa,Nobody is talking about the absent of nudity in the movie JagunJagun and it’s the talk of the town  I doff my hat  @realfemiadebayo #JagunJagunMovie,"Aug 15, 2023 · 4:40 PM UTC",False,1,0
1704,https://twitter.com/InnocentineMcC/status/1691490062859481101#m,Innocentine Innocentine,@InnocentineMcC,Ogundiji 😏  #JagunJagunMovie   Cc:@realfemiadebayo,"Aug 15, 2023 · 4:40 PM UTC",False,0,0
1705,https://twitter.com/Kellyolams/status/1691489373559173120#m,KellyOlams,@Kellyolams,"@realfemiadebayo Oba Solo would have been a great cast as the king of Alaje Kingdom 😂. #JagunJagunMovie I didn’t expect to enjoy a Yoruba movie this much solid 8.5/10 for me, the story and almost everything excited me","Aug 15, 2023 · 4:37 PM UTC",False,0,0
1706,https://twitter.com/thinkitphoto/status/1691489168428347411#m,King Kofo (BOROKINI),@thinkitphoto,"You all ignore when Ogunkitan offered Gbotija intimacy without being asked. Instead, you focus on Femi's betrayal of Fathia.😃  #JagunJagunMovie","Aug 15, 2023 · 4:36 PM UTC",False,0,0
1707,https://twitter.com/mcemperor001/status/1691488700528570375#m,The Emperor,@mcemperor001,Egbon you did an amazing job #JagunJagunMovie Big Ups. Oya send me this your car make I drive am go cinema to watch Jagun again 😀,"Aug 15, 2023 · 4:35 PM UTC",False,0,0
1708,https://twitter.com/QsGhafar/status/1691488697240236040#m,𝓐𝓭𝓮 𝓞𝓵𝓪𝔂𝓲𝔀𝓸𝓵𝓪,@QsGhafar,"If you’re thinking of loosing guard, remember Gbogunmi #JagunJagunMovie @realfemiadebayo @iteledicon","Aug 15, 2023 · 4:35 PM UTC",False,0,0
1709,https://twitter.com/PentAay/status/1691487799319441423#m,KOREDE 🖤,@PentAay,@realfemiadebayo  You see all the shina u caused and break up in relationships because of #JagunJagunMovie is on you ooo,"Aug 15, 2023 · 4:31 PM UTC",False,0,0
1710,https://twitter.com/I_amkarlex/status/1691486699967197189#m,I’m Ahmad btw 😎,@I_amkarlex,How’s Ibrahim chatta to Ogundiji in the #JagunJagunMovie,"Aug 15, 2023 · 4:27 PM UTC",False,1,0
1711,https://twitter.com/Petagoalsky001/status/1691486452511559681#m,Peter Adewumi,@Petagoalsky001,"Odunlade Adekola actually appeared once in #JagunJagunMovie, like one scene and that's all. @realfemiadebayo I want to believe you have a surprise for us.   Jagun jagun is 10/10.  While we wait for the part 2, #AllEyesOnJudiciary","Aug 15, 2023 · 4:26 PM UTC",False,1,0
1712,https://twitter.com/adeolu_world/status/1691486289957146624#m,adeolu✪,@adeolu_world,What's the first thing that comes to your mind when you see this photo? #JagunJagunMovie,"Aug 15, 2023 · 4:25 PM UTC",False,1,0
1713,https://twitter.com/africaenttv_/status/1691485326567518211#m,Africa Entertainment TV,@africaenttv_,"Why bother with an army when Agemo's got your back?  ""Jagun Jagun"" now streaming on Netflix! 🍿🎬  #JagunJagunMovie","Aug 15, 2023 · 4:21 PM UTC",False,1,2
1714,https://twitter.com/DHKRULLAH/status/1691484427489095691#m,SK 🇬🇧🇬🇧,@DHKRULLAH,Pls let’s host you on a Twitter Space to dissect #JagunJagunMovie,"Aug 15, 2023 · 4:18 PM UTC",False,0,0
1715,https://twitter.com/jideduro/status/1691484135469068293#m,Olájídé,@jideduro,"Ogundiji looks wicked. he didn't fight a single war in that movie. That's the flaw in the storyline. I was expecting exhausting wars. The movie portrayed Gbomi, Gbotija & Agemo, more powerful than Ogundiji, who fought one war which led to his death in his yard. #JagunJagunMovie","Aug 15, 2023 · 4:16 PM UTC",False,2,0
1716,https://twitter.com/Arc_RealOne/status/1691483841561501696#m,@Àyàwòrán_ilè_ RèálÒnè™👨‍💻🏘,@Arc_RealOne,Message to my Clients that don't want to pay me my balance 💰💵💷.  #JagunJagunMovie,"Aug 15, 2023 · 4:15 PM UTC",False,10,4
1717,https://twitter.com/Dahreleo/status/1691483510459052035#m,Dare Olawale,@Dahreleo,"@realfemiadebayo came out blazing with this #JagunJagunMovie after the success of Ageshinkole He showed the world what  he's capable of, hope that yeye AMVCA will get sense now. 👏  Btw that Ibrahim Chatta cameo will cause chaos in the sequel   Wahala for Gbotija o  Ogun ya!","Aug 15, 2023 · 4:14 PM UTC",False,0,0
1718,https://twitter.com/ObiChi2022/status/1691482635271360513#m,Mayor Of Obi Ngwa🇳🇬🇶🇦,@ObiChi2022,Make I Relax  #Pepsi #Netflix #JagunJagunMovie,"Aug 15, 2023 · 4:11 PM UTC",False,0,0
1719,https://twitter.com/blak_boi4/status/1691480979595292672#m,Omo IyaTeacher,@blak_boi4,That’s a picture of him in the move #JagunJagunMovie,"Aug 15, 2023 · 4:04 PM UTC",False,1,0
1720,https://twitter.com/blessing_bimbo/status/1691480798388477952#m,bīmbō,@blessing_bimbo,#JagunJagunMovie,"Aug 15, 2023 · 4:03 PM UTC",False,0,0
1721,https://twitter.com/africaenttv_/status/1691480636563881984#m,Africa Entertainment TV,@africaenttv_,"#JagunJagunMovie takes the lead in Nigeria's top ten films and secures a spot in the top ten charts in  UK, Kenya, Qatar,  and other countries across the world ! 🎬🌍🥇  #AETVMOVIE #jagunjagunmovie #nollywood","Aug 15, 2023 · 4:03 PM UTC",False,1,0
1722,https://twitter.com/baTeeatus/status/1691480213144600576#m,Phoenix,@baTeeatus,Yoruba Nollywood has been putting in much work lately. @toyin_abraham1 actually encouraged me to watch lately.   The noise around this new movie too is making me want to. #JagunJagunMovie,"Aug 15, 2023 · 4:01 PM UTC",False,1,0
1723,https://twitter.com/keepsearching25/status/1691480161084952576#m,X ⚔️,@keepsearching25,Egbon FEMI(Ogundiji)  Who's Ibrahim Chatta  in #JagunJagunMovie ??? 🤔,"Aug 15, 2023 · 4:01 PM UTC",False,0,0
1724,https://twitter.com/AkinrinmadeIfe6/status/1691479811925913600#m,Ifeoluwa David Akinrinmade,@AkinrinmadeIfe6,"#JagunJagunMovie Is phenomena, fantastic and educating. @femiadebayo370 did a great job that deserves kudos My kudos to you sir","Aug 15, 2023 · 3:59 PM UTC",False,1,0
1725,https://twitter.com/AmarachiAdedapo/status/1691478801463578624#m,Amarachi Adedapo,@AmarachiAdedapo,Wait why you barbecue person wey he village people depend on for defence?  Some get secret son somewhere. That your wife pity you give you express entry to your ancestors.  #JagunJagunMovie,"Aug 15, 2023 · 3:55 PM UTC",False,1,0
1726,https://twitter.com/ayzee_aboki1/status/1691478561268412417#m,OTIDEX,@ayzee_aboki1,Ejor when is jagun jagun 2 coming out cus you can't tell me pe those kings will go like that ooo cus a ma protest ooooo #JagunJagunMovie,"Aug 15, 2023 · 3:54 PM UTC",False,1,0
1727,https://twitter.com/Eliaswal/status/1691477863248142336#m,Adejumo Adewale,@Eliaswal,Se asotito a mo Koro jo? Literally interpreted as 'can an honest man be wealthy? A true state of Nigeria state!!!  #JagunJagunMovie,"Aug 15, 2023 · 3:52 PM UTC",False,1,0
1728,https://twitter.com/hayourbahme/status/1691476875095281664#m,Samuel Ayobami.,@hayourbahme,#JagunJagunMovie is worth every adulation! It is an exceptional piece of work!! Kudos!! 👍,"Aug 15, 2023 · 3:48 PM UTC",False,0,0
1729,https://twitter.com/HOlufemiJohnson/status/1691475521379737600#m,Maximos Olufemi Johnson,@HOlufemiJohnson,Based on #JagunJagunMovie Yoruba language seems to be the only language that creates social media vibez. Most used slangs so far originated from YORUBA dialect!!! #Yorubas #proudtobeYoruba,"Aug 15, 2023 · 3:42 PM UTC",False,1,0
